ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15027586,"2,250,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Atalar Mahallesi Satılık Daire,115 M2,2+1,4,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15033066,"1,550,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Şirintepe Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15027611,"4,945,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Hacı Osman Mahallesi Satılık Daire,350 M2,5+2,11-15,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15034236,"2,490,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ertuğrul Gazi Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15027647,"2,145,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15027816,"2,700,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Veliahmet Mahallesi Satılık Daire,135 M2,2+1,2,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15028952,"4,500,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Barış Mahallesi Satılık Daire,125 M2,3+1,5-10,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15028369,"3,000,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Fatih Mahallesi Satılık Daire,130 M2,2+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15028625,"2,200,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Emek Mahallesi Satılık Daire,90 M2,2+1,2,5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15027648,"2,750,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15029296,"3,850,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Hisareyn Merkez Mahallesi Satılık Daire,157 M2,3+1,0 (Yeni),3,Bahçe Katı,Yerden Isıtma,Krediye Uygun
15034239,"2,500,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),3,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15029291,"6,844,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Çayırköy Mahallesi Satılık Daire,254 M2,4+1,0 (Yeni),6,6.Kat,Yerden Isıtma,Krediye Uygun Değil
15029309,"4,250,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Değirmendere Yalı Mahallesi Satılık Daire,131 M2,3+1,2,3,2.Kat,Yerden Isıtma,Krediye Uygun
15029299,"4,995,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Paşadağ Mahallesi Satılık Daire,206 M2,4+1,2,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15029344,"3,800,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Çayırköy Mahallesi Satılık Daire,116 M2,2+1,0 (Yeni),6,3.Kat,Yerden Isıtma,Krediye Uygun Değil
15029342,"1,630,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Bekirdere Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,6,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15027572,"1,850,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Mimar Sinan Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15032214,"2,000,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bayramoğlu Mahallesi Satılık Daire,120 M2,2+1,11-15,3,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15029338,"3,600,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Emekevler Mahallesi Satılık Daire,146 M2,2+1,3,4,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15029324,"1,680,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Düzağaç Mahallesi Satılık Daire,90 M2,2+1,16-20,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15011700,"2,480,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Yeni Mahallesi Satılık Daire,100 M2,2+1,4,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15027607,"3,250,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Mimar Sinan Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15011699,"3,750,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Mimar Sinan Mahallesi Satılık Daire,155 M2,3+1,4,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15011458,"3,000,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Atatürk Mahallesi Satılık Daire,190 M2,5+1,3,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15029345,"1,580,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Dumlupınar Mahallesi Satılık Daire,128 M2,3+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15014646,"1,490,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Akpınar Mahallesi Satılık Daire,65 M2,1+1,11-15,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15013516,"1,190,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Adem Yavuz Mahallesi Satılık Daire,130 M2,2+1,21 Ve Üzeri,4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15011184,"4,150,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Gaziler Mahallesi Satılık Daire,280 M2,5+1,5-10,6,6.Kat,Kombi Doğalgaz,Krediye Uygun
15015910,"2,500,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Paşadağ Mahallesi Satılık Daire,93 M2,2+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15015097,"2,700,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ataevler Mahallesi Satılık Daire,115 M2,2+1,0 (Yeni),4,2.Kat,Yerden Isıtma,Krediye Uygun
15016923,"3,750,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,145 M2,3+1,21 Ve Üzeri,6,4.Kat,Kombi Doğalgaz,Krediye Uygun
15014716,"3,500,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ertuğrul Gazi Mahallesi Satılık Daire,210 M2,3+1,11-15,1,Müstakil,Doğalgaz Sobalı,Krediye Uygun
15028997,"1,900,000",Kocaeli Satılık Daire,İzmit Satılık Daire,28 Haziran Mahallesi Satılık Daire,81 M2,3+1,11-15,13,Yüksek Giriş,Merkezi (Pay Ölçer),Krediye Uygun
15018092,"2,550,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Şirintepe Mahallesi Satılık Daire,135 M2,3+1,5-10,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15017572,"2,660,000",Kocaeli Satılık Daire,Derince Satılık Daire,Dumlupınar Mahallesi Satılık Daire,150 M2,3+1,11-15,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15022523,"2,975,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Emek Mahallesi Satılık Daire,115 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15018688,"3,650,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,150 M2,3+1,2,4,1.Kat,Yerden Isıtma,Krediye Uygun Değil
15022487,"2,450,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,110 M2,2+1,2,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15020840,"3,750,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Karaköprü Mahallesi Satılık Daire,228 M2,4+1,1,3,Çatı Dubleks,Kat Kaloriferi,Krediye Uygun
15022728,"2,985,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Yenişehir Mahallesi Satılık Daire,105 M2,2+1,11-15,3,2.Kat,Kombi Doğalgaz,Bilinmiyor
15022638,"2,395,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Nenehatun Mahallesi Satılık Daire,100 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15002671,"1,690,000",Kocaeli Satılık Daire,Derince Satılık Daire,Yenikent Mahallesi Satılık Daire,115 M2,2+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Bilinmiyor
15013915,"4,250,000",Kocaeli Satılık Daire,Kandıra Satılık Daire,Cebeci Mahallesi Satılık Daire,110 M2,2.5+1,11-15,2,1.Kat,Şömine,Krediye Uygun
15001064,"1,645,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yaylacık Mahallesi Satılık Daire,70 M2,1+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15022037,"4,850,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Hacı Osman Mahallesi Satılık Daire,195 M2,3+2,5-10,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15002754,"5,500,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,200 M2,4+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15024428,"2,250,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,135 M2,3+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15002717,"4,000,000",Kocaeli Satılık Daire,Derince Satılık Daire,Mersincik Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),3,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun
15003738,"1,850,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Turgut Mahallesi Satılık Daire,70 M2,1+1,4,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15003100,"3,490,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Abdi İpekçi Mahallesi Satılık Daire,170 M2,2+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15003001,"2,650,000",Kocaeli Satılık Daire,Dilovası Satılık Daire,Köseler Mahallesi Satılık Daire,105 M2,2+1,5-10,3,Kot 2 (-2).Kat,Merkezi (Pay Ölçer),Krediye Uygun
15003103,"3,595,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,190 M2,4+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15004047,"2,150,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Yenikent Mahallesi Satılık Daire,100 M2,2+1,16-20,7,1.Kat,Kombi Doğalgaz,Krediye Uygun
15004114,"2,550,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,İnönü Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15004113,"2,300,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15006641,"2,950,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Emekevler Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),3,Çatı Katı,Yerden Isıtma,Krediye Uygun
15013696,"1,999,999",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15004222,"2,450,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Osman Gazi Mahallesi Satılık Daire,80 M2,2+1,2,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15007131,"2,780,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Şehitler Mahallesi Satılık Daire,180 M2,4+1,5-10,4,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15004123,"1,775,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ataevler Mahallesi Satılık Daire,75 M2,1+1,0 (Yeni),3,Düz Giriş (Zemin),Yerden Isıtma,Krediye Uygun
15007885,"2,600,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Veliahmet Mahallesi Satılık Daire,140 M2,3+1,11-15,8,Kot 2 (-2).Kat,Kombi Doğalgaz,Krediye Uygun
15008262,"2,400,000",Kocaeli Satılık Daire,Körfez Satılık Daire,İlimtepe Mahallesi Satılık Daire,135 M2,3+1,5-10,5,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14990298,"4,750,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Körfez Mahallesi Satılık Daire,200 M2,4+1,5-10,2,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14990257,"2,190,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14989655,"2,600,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Barbaros Mahallesi Satılık Daire,140 M2,2+1,2,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14990747,"6,500,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Osman Yılmaz Mahallesi Satılık Daire,170 M2,3+1,4,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
14991462,"4,950,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Orhan Mahallesi Satılık Daire,145 M2,3+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun Değil
14990749,"4,500,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Kirazpınar Mahallesi Satılık Daire,170 M2,3+1,3,15,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun
14991009,"4,700,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Piri Reis Mahallesi Satılık Daire,190 M2,4+1,0 (Yeni),3,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
14991992,"3,789,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Nenehatun Mahallesi Satılık Daire,230 M2,5+1,3,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15004112,"1,870,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,110 M2,2+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14992612,"2,400,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Emekevler Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15006678,"2,570,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Emek Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14992516,"2,250,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,125 M2,3+1,5-10,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14993596,"6,750,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Turgut Mahallesi Satılık Daire,225 M2,4+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15006976,"2,630,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Nenehatun Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14993083,"4,300,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Köşklü Çeşme Mahallesi Satılık Daire,180 M2,4+2,3,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
14993200,"10,780,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,260 M2,4+1,11-15,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
14993597,"2,850,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
14982555,"3,250,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Emek Mahallesi Satılık Daire,155 M2,2+1,3,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14991516,"7,999,999",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,195 M2,3+1,4,4,2.Kat,Yerden Isıtma,Krediye Uygun
14990260,"1,765,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Adem Yavuz Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),5,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14982900,"2,900,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
14982902,"2,900,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Güney Mahallesi Satılık Daire,138 M2,3+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun
14982901,"2,300,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Güney Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14982903,"2,800,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Güney Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14982736,"2,710,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Kazım Karabekir Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14991008,"1,800,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bayramoğlu Mahallesi Satılık Daire,100 M2,2+1,16-20,3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14984808,"2,800,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Çayırköy Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),8,3.Kat,Yerden Isıtma,Krediye Uygun
14982905,"3,250,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Fatih Mahallesi Satılık Daire,118 M2,1+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14984588,"2,700,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Cedit Mahallesi Satılık Daire,70 M2,1+1,16-20,5,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14984526,"1,875,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Cedit Mahallesi Satılık Daire,60 M2,1+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14983438,"2,700,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,110 M2,3+1,0 (Yeni),4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14982737,"4,000,000",Kocaeli Satılık Daire,Gebze Satılık Daire,İstasyon Mahallesi Satılık Daire,190 M2,4+1,5-10,4,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
14986457,"4,600,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Akarca Mahallesi Satılık Daire,170 M2,4+1,1,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
14983439,"4,000,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,140 M2,4+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14973641,"3,750,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14973958,"2,250,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Atatürk Mahallesi Satılık Daire,90 M2,2+1,2,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14982405,"1,550,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Kabaoğlu Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun
14974130,"4,950,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,199 M2,4+1,0 (Yeni),5,Düz Giriş (Zemin),Yerden Isıtma,Krediye Uygun
14974129,"4,950,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,175 M2,4+1,0 (Yeni),4,1.Kat,Yerden Isıtma,Krediye Uygun
14975287,"4,500,000",Kocaeli Satılık Daire,Gebze Satılık Daire,İstasyon Mahallesi Satılık Daire,230 M2,4+1,0 (Yeni),3,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
14974178,"2,590,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Gaziler Mahallesi Satılık Daire,110 M2,2+1,4,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14985137,"2,650,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14976608,"1,610,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Adem Yavuz Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14978201,"2,650,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Hacı Osman Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
14978832,"7,000,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Osman Gazi Mahallesi Satılık Daire,230 M2,5+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14974466,"13,500,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bayramoğlu Mahallesi Satılık Daire,300 M2,5+1,21 Ve Üzeri,2,Villa Tipi,Kombi Doğalgaz,Bilinmiyor
14979437,"5,800,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,245 M2,5+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14979514,"3,500,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Orhan Mahallesi Satılık Daire,107 M2,2+1,1,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
14980310,"1,999,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,70 M2,1+1,1,3,2.Kat,Yerden Isıtma,Krediye Uygun Değil
14980598,"4,750,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Yavuz Sultan Selim Mahallesi Satılık Daire,140 M2,3+1,1,4,2.Kat,Yerden Isıtma,Krediye Uygun
14980342,"4,500,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Yazlık Merkez Mahallesi Satılık Daire,170 M2,4+1,1,3,2.Kat,Yerden Isıtma,Krediye Uygun
14981247,"2,390,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,İnönü Mahallesi Satılık Daire,130 M2,3+1,2,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14979972,"2,600,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Karabaş Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Bilinmiyor
14980404,"1,850,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Dumlupınar Mahallesi Satılık Daire,65 M2,1+1,4,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14981912,"4,600,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,122 M2,3+1,0 (Yeni),5,3.Kat,Merkezi Doğalgaz,Krediye Uygun
14981513,"2,225,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Piri Reis Mahallesi Satılık Daire,90 M2,2+1,4,4,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14981844,"1,875,000",Kocaeli Satılık Daire,Derince Satılık Daire,Çınarlı Mahallesi Satılık Daire,155 M2,3+1,21 Ve Üzeri,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14982346,"2,130,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Çayırova Mahallesi Satılık Daire,95 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14981953,"3,700,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,112 M2,2+1,0 (Yeni),5,3.Kat,Merkezi Doğalgaz,Krediye Uygun
14981963,"7,000,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,251 M2,4+1,0 (Yeni),5,4.Kat,Merkezi Doğalgaz,Krediye Uygun
14963931,"3,240,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Piri Reis Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14973178,"2,800,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Sırasöğütler Mahallesi Satılık Daire,110 M2,3+1,0 (Yeni),3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14981216,"2,100,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,130 M2,2+1,0 (Yeni),4,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun
14963933,"3,000,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Osman Gazi Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14982385,"1,690,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ertuğrul Gazi Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
14963936,"2,800,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Kazım Karabekir Mahallesi Satılık Daire,190 M2,4+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
14964399,"3,200,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Tatlıkuyu Mahallesi Satılık Daire,89 M2,3+1,0 (Yeni),7,1.Kat,Kombi Doğalgaz,Krediye Uygun
14963938,"2,585,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14964888,"3,340,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Sırasöğütler Mahallesi Satılık Daire,180 M2,3+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun
14965029,"2,600,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Yavuz Sultan Selim Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
14963935,"1,980,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Osman Gazi Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14967846,"2,350,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Barbaros Mahallesi Satılık Daire,120 M2,3+1,4,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
