ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15081848,"5,600,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Memurevleri Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),8,1.Kat,Kombi Doğalgaz,Krediye Uygun
15081857,"4,800,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,150 M2,3+1,11-15,8,4.Kat,Kombi Doğalgaz,Krediye Uygun
15081850,"5,400,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,70 M2,1+1,1,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil
15081826,"7,945,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Bahçelievler Mahallesi Satılık Daire,175 M2,4+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15082251,"2,500,000",Antalya Satılık Daire,Kepez Satılık Daire,Ahatlı Mahallesi Satılık Daire,100 M2,2+1,5-10,3,Yüksek Giriş,Klimalı,Krediye Uygun
15081868,"2,999,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),4,3.Kat,Klimalı,Krediye Uygun
15082588,"2,650,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15082589,"7,250,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Bahçeyaka Mahallesi Satılık Daire,350 M2,3+1,3,4,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15081887,"2,995,000",Antalya Satılık Daire,Kepez Satılık Daire,Hüsnü Karakaş Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun
15081808,"3,500,000",Antalya Satılık Daire,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),4,2.Kat,Klimalı,Krediye Uygun
15082082,"3,000,000",Antalya Satılık Daire,Kepez Satılık Daire,Kütükçü Mahallesi Satılık Daire,100 M2,2+1,4,4,1.Kat,Klimalı,Krediye Uygun
15081899,"4,000,000",Antalya Satılık Daire,Kepez Satılık Daire,Erenköy Mahallesi Satılık Daire,250 M2,5+2,2,3,2.Kat,Klimalı,Krediye Uygun
15081824,"2,650,000",Antalya Satılık Daire,Kepez Satılık Daire,Gazi Mahallesi Satılık Daire,140 M2,3+1,5-10,5,1.Kat,Klimalı,Krediye Uygun
15081869,"1,690,000",Antalya Satılık Daire,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,75 M2,2+1,1,3,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15081865,"2,499,999",Antalya Satılık Daire,Muratpaşa Satılık Daire,Doğuyaka Mahallesi Satılık Daire,160 M2,3+1,11-15,8,3.Kat,Kombi Doğalgaz,Krediye Uygun
15082185,"3,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kızıltoprak Mahallesi Satılık Daire,100 M2,2+1,5-10,4,1.Kat,Klimalı,Krediye Uygun
15082190,"5,200,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,110 M2,2+1,5-10,4,3.Kat,Klimalı,Krediye Uygun Değil
15082191,"9,000,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,90 M2,2+1,5-10,4,3.Kat,Klimalı,Krediye Uygun Değil
15081880,"3,550,000",Antalya Satılık Daire,Aksu Satılık Daire,Kundu Mahallesi Satılık Daire,110 M2,2+1,16-20,8,6.Kat,Klimalı,Krediye Uygun
15082234,"3,275,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Sarısu Mahallesi Satılık Daire,50 M2,1+1,3,10,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15082192,"9,300,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Siteler Mahallesi Satılık Daire,105 M2,2+1,5-10,6,2.Kat,Kombi Doğalgaz,Krediye Uygun
15082181,"2,300,000",Antalya Satılık Daire,Kepez Satılık Daire,Yeni Mahallesi Satılık Daire,85 M2,2+1,4,3,3.Kat,Klimalı,Krediye Uygun
15082972,"3,750,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Muratpaşa Mahallesi Satılık Daire,110 M2,2+1,5-10,4,4.Kat,Isıtma Yok,Krediye Uygun Değil
15083031,"3,690,000",Antalya Satılık Daire,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,110 M2,2+1,16-20,4,1.Kat,Klimalı,Krediye Uygun Değil
15082106,"2,490,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,117 M2,2+1,0 (Yeni),2,Kot 1 (-1).Kat,Klimalı,Krediye Uygun
15081916,"9,249,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Deniz Mahallesi Satılık Daire,225 M2,4+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15083284,"3,400,000",Antalya Satılık Daire,Alanya Satılık Daire,Kargıcak Mahallesi Satılık Daire,67 M2,1+1,5-10,13,12.Kat,Klimalı,Krediye Uygun Değil
15083318,"4,900,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),12,8.Kat,Klimalı,Krediye Uygun
15083613,"4,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Güzelbağ Mahallesi Satılık Daire,78 M2,2+1,5-10,3,2.Kat,Klimalı,Krediye Uygun
15081913,"3,850,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kızılarık Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15083906,"4,600,000",Antalya Satılık Daire,Serik Satılık Daire,Belek Mahallesi Satılık Daire,240 M2,4+1,5-10,3,2.Kat,Klimalı,Krediye Uygun Değil
15084076,"5,580,000",Antalya Satılık Daire,Kemer Satılık Daire,Çamyuva Mahallesi Satılık Daire,75 M2,2+1,16-20,2,Bahçe Katı,Klimalı,Krediye Uygun
15084027,"4,284,000",Antalya Satılık Daire,Kemer Satılık Daire,Göynük Mahallesi Satılık Daire,75 M2,2+1,16-20,2,2.Kat,Klimalı,Krediye Uygun
15083033,"6,750,000",Antalya Satılık Daire,Alanya Satılık Daire,Bektaş Mahallesi Satılık Daire,120 M2,2+1,11-15,3,Düz Giriş (Zemin),Klimalı,Krediye Uygun Değil
15084248,"4,772,287",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),5,5.Kat,Klimalı,Bilinmiyor
15084099,"4,000,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,115 M2,2+1,11-15,12,4.Kat,Klimalı,Bilinmiyor
15083794,"5,364,000",Antalya Satılık Daire,Kemer Satılık Daire,Merkez Mahallesi Satılık Daire,75 M2,2+1,16-20,2,Bahçe Katı,Klimalı,Krediye Uygun
15084377,"3,570,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,130 M2,2+1,11-15,8,5.Kat,Klimalı,Krediye Uygun
15084211,"1,780,000",Antalya Satılık Daire,Kepez Satılık Daire,Kuzeyyaka Mahallesi Satılık Daire,110 M2,2+1,16-20,3,2.Kat,Klimalı,Krediye Uygun
15082231,"3,450,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,70 M2,1+1,5-10,4,1.Kat,Klimalı,Krediye Uygun
15085150,"3,650,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Toros Mahallesi Satılık Daire,70 M2,1+1,5-10,4,Yüksek Giriş,Klimalı,Krediye Uygun
15085241,"2,300,000",Antalya Satılık Daire,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),5,1.Kat,Klimalı,Krediye Uygun
15085137,"5,190,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,90 M2,2+1,2,4,Yüksek Giriş,Klimalı,Bilinmiyor
15084558,"5,500,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,170 M2,3+1,11-15,13,10.Kat,Klimalı,Krediye Uygun
15085285,"1,330,000",Antalya Satılık Daire,Kepez Satılık Daire,Gazi Mahallesi Satılık Daire,75 M2,1+1,11-15,3,Yüksek Giriş,Isıtma Yok,Krediye Uygun
15082930,"6,100,000",Antalya Satılık Daire,Kepez Satılık Daire,Teomanpaşa Mahallesi Satılık Daire,200 M2,5+1,16-20,2,2.Kat,Klimalı,Krediye Uygun Değil
15085255,"6,400,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Meltem Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,12,5.Kat,Kombi Doğalgaz,Krediye Uygun
15085185,"5,750,000",Antalya Satılık Daire,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,180 M2,3+1,2,2,2.Kat,Klimalı,Krediye Uygun Değil
15085320,"13,000,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,90 M2,2+1,3,5,3.Kat,Klimalı,Bilinmiyor
15085466,"4,940,470",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,145 M2,3+1,4,6,6.Kat,Klimalı,Krediye Uygun Değil
15085469,"2,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Konaklı Mahallesi Satılık Daire,115 M2,2+1,11-15,2,2.Kat,Isıtma Yok,Krediye Uygun
15085486,"3,400,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yenigün Mahallesi Satılık Daire,150 M2,3+1,16-20,4,3.Kat,Isıtma Yok,Krediye Uygun
15082623,"5,600,000",Antalya Satılık Daire,Serik Satılık Daire,Kadriye Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun Değil
15082668,"2,490,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,110 M2,2+1,21 Ve Üzeri,3,Çatı Katı,Isıtma Yok,Krediye Uygun
15085307,"2,950,000",Antalya Satılık Daire,Gazipaşa Satılık Daire,İstiklal Mahallesi Satılık Daire,95 M2,2+1,1,5,1.Kat,Klimalı,Krediye Uygun Değil
15085491,"3,500,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Bahçeyaka Mahallesi Satılık Daire,130 M2,3+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15085295,"2,520,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),5,3.Kat,Klimalı,Bilinmiyor
15088357,"3,500,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15088372,"1,680,000",Antalya Satılık Daire,Alanya Satılık Daire,Payallar Mahallesi Satılık Daire,47 M2,1+1,0 (Yeni),8,3.Kat,Klimalı,Krediye Uygun
15088403,"4,850,000",Antalya Satılık Daire,Alanya Satılık Daire,Saray Mahallesi Satılık Daire,68 M2,1+1,5-10,5,2.Kat,Klimalı,Krediye Uygun Değil
15089612,"3,600,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,125 M2,2+1,0 (Yeni),6,4.Kat,Klimalı,Bilinmiyor
15088406,"2,390,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,115 M2,2+1,11-15,6,6.Kat,Klimalı,Krediye Uygun
15085328,"2,520,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),5,Kot 3 (-3).Kat,Klimalı,Bilinmiyor
15089648,"3,600,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,125 M2,2+1,0 (Yeni),6,4.Kat,Klimalı,Bilinmiyor
15089799,"4,100,000",Antalya Satılık Daire,Alanya Satılık Daire,Çıplaklı Mahallesi Satılık Daire,125 M2,2+1,0 (Yeni),5,4.Kat,Isıtma Yok,Bilinmiyor
15089965,"2,590,000",Antalya Satılık Daire,Kepez Satılık Daire,Şafak Mahallesi Satılık Daire,120 M2,2+1,5-10,4,1.Kat,Klimalı,Krediye Uygun
15089833,"3,300,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,60 M2,1+1,5-10,11,10.Kat,Klimalı,Krediye Uygun Değil
15088356,"2,400,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,108 M2,2+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun
15090132,"5,000,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),5,3.Kat,Klimalı,Krediye Uygun
15090350,"2,350,000",Antalya Satılık Daire,Kepez Satılık Daire,Karşıyaka Mahallesi Satılık Daire,90 M2,2+1,11-15,4,1.Kat,Klimalı,Krediye Uygun
15091691,"3,950,000",Antalya Satılık Daire,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,90 M2,2+1,11-15,3,3.Kat,Klimalı,Krediye Uygun
15090198,"3,900,000",Antalya Satılık Daire,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,73 M2,1+1,5-10,5,3.Kat,Klimalı,Krediye Uygun Değil
15091888,"1,790,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,50 M2,1+1,0 (Yeni),5,2.Kat,Klimalı,Krediye Uygun
15091890,"5,200,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Üçgen Mahallesi Satılık Daire,115 M2,2+1,0 (Yeni),5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15091923,"4,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Üçgen Mahallesi Satılık Daire,75 M2,2+1,0 (Yeni),5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15092177,"6,100,000",Antalya Satılık Daire,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,140 M2,2+1,5-10,5,3.Kat,Klimalı,Krediye Uygun
15090082,"2,550,000",Antalya Satılık Daire,Kepez Satılık Daire,Atatürk Mahallesi Satılık Daire,90 M2,2+1,16-20,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15092181,"2,200,000",Antalya Satılık Daire,Kepez Satılık Daire,Atatürk Mahallesi Satılık Daire,100 M2,2+1,11-15,3,Düz Giriş (Zemin),Klimalı,Bilinmiyor
15092319,"3,500,000",Antalya Satılık Daire,Gazipaşa Satılık Daire,Pazarcı Mahallesi Satılık Daire,70 M2,1+1,11-15,3,Yüksek Giriş,Klimalı,Krediye Uygun
15092407,"4,390,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,65 M2,1+1,2,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15092525,"2,300,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Memurevleri Mahallesi Satılık Daire,110 M2,2+1,21 Ve Üzeri,4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15092702,"4,250,000",Antalya Satılık Daire,Kepez Satılık Daire,Sütçüler Mahallesi Satılık Daire,115 M2,2+1,0 (Yeni),4,2.Kat,Klimalı,Krediye Uygun
15092779,"8,250,000",Antalya Satılık Daire,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,110 M2,2+1,5-10,4,Kot 3 (-3).Kat,Klimalı,Krediye Uygun
15092768,"4,399,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,120 M2,2+1,11-15,4,2.Kat,Klimalı,Krediye Uygun Değil
15092896,"2,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Meydankavağı Mahallesi Satılık Daire,30 M2,1+1,21 Ve Üzeri,8,Yüksek Giriş,Klimalı,Krediye Uygun
15095099,"2,400,000",Antalya Satılık Daire,Korkuteli Satılık Daire,Alaaddin Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),4,1.Kat,Klimalı,Krediye Uygun
15095242,"2,300,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),5,Kot 3 (-3).Kat,Klimalı,Bilinmiyor
15085178,"2,900,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kızılsaray Mahallesi Satılık Daire,150 M2,3+1,16-20,3,3.Kat,Güneş Enerjisi,Krediye Uygun
15095409,"2,475,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,45 M2,Stüdyo,5-10,6,3.Kat,Klimalı,Krediye Uygun
15092973,"4,350,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kışla Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,7,2.Kat,Klimalı,Krediye Uygun
15085312,"2,390,000",Antalya Satılık Daire,Kepez Satılık Daire,Karşıyaka Mahallesi Satılık Daire,100 M2,2+1,11-15,3,2.Kat,Isıtma Yok,Krediye Uygun
15095469,"3,650,000",Antalya Satılık Daire,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,86 M2,2+1,1,11,Kot 1 (-1).Kat,Merkezi Doğalgaz,Bilinmiyor
15095620,"5,040,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,220 M2,4+1,11-15,8,8.Kat,Klimalı,Bilinmiyor
15096100,"6,774,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,200 M2,4+1,3,14,2.Kat,Klimalı,Krediye Uygun Değil
15088382,"2,900,000",Antalya Satılık Daire,Alanya Satılık Daire,Payallar Mahallesi Satılık Daire,125 M2,2+1,0 (Yeni),4,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15097155,"4,700,000",Antalya Satılık Daire,Serik Satılık Daire,Gedik Mahallesi Satılık Daire,170 M2,3+1,5-10,9,5.Kat,Kombi Doğalgaz,Krediye Uygun
15090069,"5,750,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Üçgen Mahallesi Satılık Daire,110 M2,2+1,4,7,4.Kat,Kombi Doğalgaz,Krediye Uygun
15097576,"5,500,000",Antalya Satılık Daire,Kepez Satılık Daire,Fabrikalar Mahallesi Satılık Daire,155 M2,3+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15085488,"5,600,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yıldız Mahallesi Satılık Daire,115 M2,2+1,2,7,7.Kat,Kombi Doğalgaz,Krediye Uygun
15097308,"2,950,000",Antalya Satılık Daire,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),3,Kot 2 (-2).Kat,Klimalı,Krediye Uygun
15097374,"4,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yüksekalan Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15097585,"4,050,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,125 M2,2+1,11-15,4,1.Kat,Isıtma Yok,Krediye Uygun
15097580,"3,450,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,55 M2,1+1,5-10,4,1.Kat,Klimalı,Krediye Uygun Değil
15097594,"2,850,000",Antalya Satılık Daire,Kepez Satılık Daire,Sütçüler Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),4,2.Kat,Klimalı,Krediye Uygun
15091977,"8,200,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Üçgen Mahallesi Satılık Daire,160 M2,4+1,0 (Yeni),5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15097701,"6,500,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Altınkale Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15097764,"1,550,000",Antalya Satılık Daire,Kepez Satılık Daire,Şelale Mahallesi Satılık Daire,41 M2,1+1,0 (Yeni),3,Bahçe Katı,Yerden Isıtma,Bilinmiyor
15097897,"3,250,000",Antalya Satılık Daire,Manavgat Satılık Daire,Kavaklı Mahallesi Satılık Daire,120 M2,2+1,11-15,4,3.Kat,Sobalı,Krediye Uygun
15097936,"5,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Konuksever Mahallesi Satılık Daire,165 M2,5+1,0 (Yeni),4,Kot 4 (-4).Kat,Klimalı,Krediye Uygun
15098001,"2,950,000",Antalya Satılık Daire,Kepez Satılık Daire,Gazi Mahallesi Satılık Daire,120 M2,2+1,3,6,5.Kat,Klimalı,Krediye Uygun
15098047,"1,728,000",Antalya Satılık Daire,Kepez Satılık Daire,Sütçüler Mahallesi Satılık Daire,85 M2,2+1,5-10,4,Yüksek Giriş,Klimalı,Krediye Uygun
15097591,"7,750,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,280 M2,5+1,16-20,4,4.Kat,Klimalı,Krediye Uygun
15098072,"2,300,000",Antalya Satılık Daire,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,140 M2,3+1,5-10,3,3.Kat,Klimalı,Bilinmiyor
15099232,"2,950,000",Antalya Satılık Daire,Kepez Satılık Daire,Ulus Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,3,2.Kat,Klimalı,Krediye Uygun
15097588,"3,875,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,90 M2,1+1,5-10,4,2.Kat,Isıtma Yok,Krediye Uygun
15099234,"7,000,000",Antalya Satılık Daire,Kepez Satılık Daire,Gülveren Mahallesi Satılık Daire,70 M2,1+1,0 (Yeni),10,6.Kat,Yerden Isıtma,Krediye Uygun Değil
15099775,"4,750,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Etiler Mahallesi Satılık Daire,190 M2,4+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15099886,"3,250,000",Antalya Satılık Daire,Alanya Satılık Daire,Tosmur Mahallesi Satılık Daire,75 M2,2+1,0 (Yeni),6,1.Kat,Isıtma Yok,Krediye Uygun Değil
15097699,"3,100,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,115 M2,2+1,1,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15099916,"10,750,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Öğretmenevleri Mahallesi Satılık Daire,270 M2,5+1,11-15,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15099967,"3,150,000",Antalya Satılık Daire,Serik Satılık Daire,Orta Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15096185,"6,500,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,180 M2,2+1,2,5,1.Kat,Klimalı,Krediye Uygun
15099973,"3,180,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kızıltoprak Mahallesi Satılık Daire,100 M2,2+1,16-20,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15095581,"3,400,000",Antalya Satılık Daire,Kepez Satılık Daire,Çamlıbel Mahallesi Satılık Daire,160 M2,4+1,0 (Yeni),3,3.Kat,Isıtma Yok,Krediye Uygun
15095585,"2,950,000",Antalya Satılık Daire,Kepez Satılık Daire,Çamlıbel Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15100045,"2,370,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Gebizli Mahallesi Satılık Daire,110 M2,2+1,5-10,4,3.Kat,Klimalı,Krediye Uygun
15099985,"4,750,000",Antalya Satılık Daire,Alanya Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,110 M2,2+0,11-15,5,2.Kat,Klimalı,Krediye Uygun
15100047,"1,380,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Soğuksu Mahallesi Satılık Daire,35 M2,1+1,21 Ve Üzeri,4,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15099420,"3,600,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Sinan Mahallesi Satılık Daire,105 M2,2+1,5-10,5,4.Kat,Klimalı,Krediye Uygun
15100048,"2,060,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Güvenlik Mahallesi Satılık Daire,105 M2,3+1,21 Ve Üzeri,5,1.Kat,Klimalı,Krediye Uygun
15099777,"5,000,000",Antalya Satılık Daire,Alanya Satılık Daire,Saray Mahallesi Satılık Daire,130 M2,2+1,21 Ve Üzeri,5,1.Kat,Klimalı,Krediye Uygun Değil
15101855,"3,400,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,78 M2,1+1,5-10,5,2.Kat,Klimalı,Krediye Uygun Değil
15101702,"4,250,000",Antalya Satılık Daire,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,106 M2,2+1,0 (Yeni),5,Kot 2 (-2).Kat,Klimalı,Bilinmiyor
15101965,"6,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Fığla Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),5,1.Kat,Klimalı,Krediye Uygun
15100052,"9,600,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,220 M2,5+1,11-15,5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15100046,"3,600,000",Antalya Satılık Daire,Kepez Satılık Daire,Yeni Emek Mahallesi Satılık Daire,53 M2,1+1,0 (Yeni),8,2.Kat,Isıtma Yok,Krediye Uygun
15101834,"3,325,000",Antalya Satılık Daire,Kepez Satılık Daire,Sütçüler Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15102031,"5,250,000",Antalya Satılık Daire,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,110 M2,3+1,0 (Yeni),3,Düz Giriş (Zemin),Klimalı,Bilinmiyor
15102186,"3,040,000",Antalya Satılık Daire,Kepez Satılık Daire,Ulus Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,3,1.Kat,Klimalı,Krediye Uygun
15103215,"6,500,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Toros Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,13,1.Kat,Kombi Doğalgaz,Krediye Uygun
15103174,"6,590,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),4,4.Kat,Klimalı,Bilinmiyor
15103214,"3,000,000",Antalya Satılık Daire,Kepez Satılık Daire,Kütükçü Mahallesi Satılık Daire,100 M2,2+1,4,4,1.Kat,Klimalı,Krediye Uygun
15103217,"2,850,000",Antalya Satılık Daire,Kepez Satılık Daire,Kütükçü Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
