ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15136683,"4,995,000",İzmir Satılık Daire,Dikili Satılık Daire,Çandarlı Mahallesi Satılık Daire,163 M2,3+1,5-10,3,Çatı Dubleks,Şömine,Krediye Uygun
15136842,"1,895,000",İzmir Satılık Daire,Buca Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,4,4.Kat,Merkezi Doğalgaz,Krediye Uygun
15137017,"1,950,000",İzmir Satılık Daire,Bergama Satılık Daire,İnkılap Mahallesi Satılık Daire,140 M2,3+1,16-20,4,3.Kat,Klimalı,Krediye Uygun
15136450,"3,600,000",İzmir Satılık Daire,Konak Satılık Daire,Kemal Reis Mahallesi Satılık Daire,160 M2,3+1,21 Ve Üzeri,4,Kot 1 (-1).Kat,Kombi Doğalgaz,Bilinmiyor
15139788,"5,950,000",İzmir Satılık Daire,Çiğli Satılık Daire,Yakakent Mahallesi Satılık Daire,151 M2,3+1,4,15,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15137195,"2,600,000",İzmir Satılık Daire,Konak Satılık Daire,Murat Reis Mahallesi Satılık Daire,100 M2,3+1,21 Ve Üzeri,4,4.Kat,Doğalgaz Sobalı,Krediye Uygun
15137539,"3,000,000",İzmir Satılık Daire,Çiğli Satılık Daire,Yakakent Mahallesi Satılık Daire,125 M2,3+1,11-15,9,3.Kat,Kombi Doğalgaz,Krediye Uygun
15137218,"2,700,000",İzmir Satılık Daire,Kemalpaşa Satılık Daire,Çambel Mahallesi Satılık Daire,135 M2,3+1,2,5,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15136832,"4,400,000",İzmir Satılık Daire,Torbalı Satılık Daire,Ertuğrul Mahallesi Satılık Daire,165 M2,3+1,2,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15137604,"1,950,000",İzmir Satılık Daire,Buca Satılık Daire,Menderes Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,3,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15137602,"1,850,000",İzmir Satılık Daire,Buca Satılık Daire,Kuruçeşme Mahallesi Satılık Daire,55 M2,1+1,5-10,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15137083,"5,200,000",İzmir Satılık Daire,Foça Satılık Daire,Kazım Dirik Mahallesi Satılık Daire,110 M2,3+1,0 (Yeni),2,Bahçe Dublex,Klimalı,Bilinmiyor
15137617,"1,950,000",İzmir Satılık Daire,Buca Satılık Daire,Dicle Mahallesi Satılık Daire,50 M2,1+1,0 (Yeni),2,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil
15137610,"2,850,000",İzmir Satılık Daire,Buca Satılık Daire,Dicle Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15137627,"2,750,000",İzmir Satılık Daire,Buca Satılık Daire,Hürriyet Mahallesi Satılık Daire,80 M2,2+1,3,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15137251,"1,725,000",İzmir Satılık Daire,Buca Satılık Daire,Ufuk Mahallesi Satılık Daire,78 M2,1+1,5-10,4,Yüksek Giriş,Isıtma Yok,Krediye Uygun
15137432,"3,100,000",İzmir Satılık Daire,Tire Satılık Daire,4 Eylül Mahallesi Satılık Daire,115 M2,3+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15137613,"3,300,000",İzmir Satılık Daire,Buca Satılık Daire,Dicle Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15137906,"4,250,000",İzmir Satılık Daire,Bornova Satılık Daire,Ergene Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,8,7.Kat,Sobalı,Krediye Uygun
15137746,"1,900,000",İzmir Satılık Daire,Buca Satılık Daire,Göksu Mahallesi Satılık Daire,125 M2,3+1,16-20,3,3.Kat,Sobalı,Krediye Uygun
15137937,"4,500,000",İzmir Satılık Daire,Karabağlar Satılık Daire,Yunus Emre Mahallesi Satılık Daire,130 M2,2+1,21 Ve Üzeri,3,3.Kat,Isıtma Yok,Krediye Uygun
15134614,"1,600,000",İzmir Satılık Daire,Buca Satılık Daire,Kuruçeşme Mahallesi Satılık Daire,62 M2,1+1,5-10,3,Bahçe Katı,Isıtma Yok,Krediye Uygun Değil
15137626,"2,400,000",İzmir Satılık Daire,Buca Satılık Daire,Barış Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15136330,"4,749,000",İzmir Satılık Daire,Balçova Satılık Daire,Korutürk Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,3,3.Kat,Jeotermal,Krediye Uygun
15134749,"1,425,000",İzmir Satılık Daire,Torbalı Satılık Daire,Ayrancılar Mahallesi Satılık Daire,75 M2,2+1,5-10,3,Bahçe Katı,Sobalı,Krediye Uygun
15134750,"2,500,000",İzmir Satılık Daire,Torbalı Satılık Daire,Ayrancılar Mahallesi Satılık Daire,95 M2,2+1,4,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15135387,"6,250,000",İzmir Satılık Daire,Gaziemir Satılık Daire,Gazi Mahallesi Satılık Daire,160 M2,3+1,11-15,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15134753,"3,400,000",İzmir Satılık Daire,Torbalı Satılık Daire,Ertuğrul Mahallesi Satılık Daire,513 M2,2+1,11-15,1,1.Kat,Sobalı,Bilinmiyor
15137642,"5,500,000",İzmir Satılık Daire,Buca Satılık Daire,Yaylacık Mahallesi Satılık Daire,170 M2,3+1,5-10,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15135389,"3,300,000",İzmir Satılık Daire,Buca Satılık Daire,Yenigün Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,10,2.Kat,Kombi Doğalgaz,Krediye Uygun
15134979,"3,050,000",İzmir Satılık Daire,Karşıyaka Satılık Daire,Örnekköy Mahallesi Satılık Daire,72 M2,2+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15135551,"6,500,000",İzmir Satılık Daire,Tire Satılık Daire,Atatürk Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),4,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15135567,"5,000,000",İzmir Satılık Daire,Çeşme Satılık Daire,İsmet İnönü Mahallesi Satılık Daire,65 M2,1+1,5-10,3,2.Kat,Klimalı,Krediye Uygun
15137907,"1,700,000",İzmir Satılık Daire,Karabağlar Satılık Daire,Sarıyer Mahallesi Satılık Daire,75 M2,1+1,5-10,3,Yüksek Giriş,Kombi Doğalgaz,Bilinmiyor
15135869,"2,750,000",İzmir Satılık Daire,Menemen Satılık Daire,İsmet İnönü Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15135507,"8,950,000",İzmir Satılık Daire,Karşıyaka Satılık Daire,Mustafa Kemal Mahallesi Satılık Daire,101 M2,2+1,5-10,10,3.Kat,Merkezi Doğalgaz,Krediye Uygun
15135637,"4,000,000",İzmir Satılık Daire,Gaziemir Satılık Daire,Atıfbey Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,6,1.Kat,Kombi Doğalgaz,Krediye Uygun
15135924,"8,500,000",İzmir Satılık Daire,Güzelbahçe Satılık Daire,Yelki Mahallesi Satılık Daire,95 M2,2+1,3,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15136034,"2,750,000",İzmir Satılık Daire,Konak Satılık Daire,Kılıç Reis Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15135836,"2,480,000",İzmir Satılık Daire,Buca Satılık Daire,Kuruçeşme Mahallesi Satılık Daire,100 M2,2+1,1,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15136063,"3,500,000",İzmir Satılık Daire,Menemen Satılık Daire,Atatürk Mahallesi Satılık Daire,220 M2,5+1,3,9,9.Kat,Kombi Doğalgaz,Krediye Uygun
15136065,"1,150,000",İzmir Satılık Daire,Bergama Satılık Daire,Zeytindağ Mahallesi Satılık Daire,65 M2,1+1,21 Ve Üzeri,1,Düz Giriş (Zemin),Sobalı,Bilinmiyor
15136087,"4,850,000",İzmir Satılık Daire,Selçuk Satılık Daire,14 Mayıs Mahallesi Satılık Daire,140 M2,3+1,11-15,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15136116,"2,100,000",İzmir Satılık Daire,Konak Satılık Daire,Murat Reis Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,5,1.Kat,Isıtma Yok,Krediye Uygun
15136089,"2,575,000",İzmir Satılık Daire,Selçuk Satılık Daire,İsa Bey Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,2.Kat,Klimalı,Krediye Uygun Değil
15138449,"3,250,000",İzmir Satılık Daire,Balçova Satılık Daire,Onur Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,3,1.Kat,Jeotermal,Krediye Uygun
15138272,"4,500,000",İzmir Satılık Daire,Balçova Satılık Daire,Onur Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,3,2.Kat,Jeotermal,Krediye Uygun
15134382,"1,490,000",İzmir Satılık Daire,Torbalı Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,95 M2,2+1,16-20,8,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15136216,"1,980,000",İzmir Satılık Daire,Buca Satılık Daire,İnönü Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15138673,"2,100,000",İzmir Satılık Daire,Torbalı Satılık Daire,Torbalı Mahallesi Satılık Daire,140 M2,3+1,11-15,6,4.Kat,Kombi Doğalgaz,Krediye Uygun
15136221,"3,300,000",İzmir Satılık Daire,Buca Satılık Daire,Yeşilbağlar Mahallesi Satılık Daire,116 M2,2+1,0 (Yeni),2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15133336,"1,275,000",İzmir Satılık Daire,Karabağlar Satılık Daire,Vatan Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,5,Kot 1 (-1).Kat,Sobalı,Bilinmiyor
15140199,"3,280,000",İzmir Satılık Daire,Çiğli Satılık Daire,Yakakent Mahallesi Satılık Daire,150 M2,3+1,11-15,10,3.Kat,Kombi Doğalgaz,Krediye Uygun
15133321,"5,548,235",İzmir Satılık Daire,Foça Satılık Daire,Mustafa Kemal Atatürk Mahallesi Satılık Daire,52 M2,1+1,0 (Yeni),2,Bahçe Katı,Isıtma Yok,Krediye Uygun
15133468,"1,975,000",İzmir Satılık Daire,Buca Satılık Daire,Kozağaç Mahallesi Satılık Daire,42 M2,1+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15133510,"1,800,000",İzmir Satılık Daire,Menemen Satılık Daire,29 Ekim Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),5,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15133514,"2,650,000",İzmir Satılık Daire,Karabağlar Satılık Daire,Arap Hasan Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15133582,"3,950,000",İzmir Satılık Daire,Karşıyaka Satılık Daire,Donanmacı Mahallesi Satılık Daire,135 M2,3+1,21 Ve Üzeri,4,3.Kat,Klimalı,Krediye Uygun Değil
15133443,"2,950,000",İzmir Satılık Daire,Buca Satılık Daire,Adatepe Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15133406,"6,800,000",İzmir Satılık Daire,Konak Satılık Daire,Göztepe Mahallesi Satılık Daire,135 M2,3+1,21 Ve Üzeri,8,2.Kat,Kat Kaloriferi,Krediye Uygun
15133598,"1,480,000",İzmir Satılık Daire,Karabağlar Satılık Daire,Maliyeciler Mahallesi Satılık Daire,60 M2,1+1,16-20,5,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15133584,"640,000",İzmir Satılık Daire,Karşıyaka Satılık Daire,Goncalar Mahallesi Satılık Daire,86 M2,2+1,0 (Yeni),1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15133645,"3,390,000",İzmir Satılık Daire,Torbalı Satılık Daire,Torbalı Mahallesi Satılık Daire,165 M2,3.5+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15133623,"2,950,000",İzmir Satılık Daire,Konak Satılık Daire,Mithatpaşa Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15133646,"3,500,000",İzmir Satılık Daire,Torbalı Satılık Daire,Muratbey Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15133647,"3,350,000",İzmir Satılık Daire,Torbalı Satılık Daire,Muratbey Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),6,3.Kat,Kombi Doğalgaz,Krediye Uygun
15133768,"3,490,000",İzmir Satılık Daire,Menemen Satılık Daire,Ulus Mahallesi Satılık Daire,200 M2,4+1,0 (Yeni),5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15133674,"2,500,000",İzmir Satılık Daire,Çiğli Satılık Daire,Balatçık Mahallesi Satılık Daire,75 M2,1+1,5-10,7,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15133684,"1,250,000",İzmir Satılık Daire,Konak Satılık Daire,Altıntaş Mahallesi Satılık Daire,55 M2,Stüdyo,21 Ve Üzeri,4,Yüksek Giriş,Klimalı,Krediye Uygun
15135870,"4,150,000",İzmir Satılık Daire,Menemen Satılık Daire,İsmet İnönü Mahallesi Satılık Daire,230 M2,4+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15133848,"5,548,235",İzmir Satılık Daire,Foça Satılık Daire,Mustafa Kemal Atatürk Mahallesi Satılık Daire,74 M2,2+1,0 (Yeni),2,Bahçe Katı,Isıtma Yok,Krediye Uygun
15133928,"2,200,000",İzmir Satılık Daire,Dikili Satılık Daire,Çandarlı Mahallesi Satılık Daire,145 M2,1+1,0 (Yeni),2,Bahçe Katı,Klimalı,Krediye Uygun
15134048,"5,950,000",İzmir Satılık Daire,Karabağlar Satılık Daire,Muammer Akar Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15133956,"2,950,000",İzmir Satılık Daire,Buca Satılık Daire,Menderes Mahallesi Satılık Daire,86 M2,2+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15138343,"3,500,000",İzmir Satılık Daire,Karabağlar Satılık Daire,Peker Mahallesi Satılık Daire,125 M2,2+1,21 Ve Üzeri,3,3.Kat,Isıtma Yok,Bilinmiyor
15129987,"3,500,000",İzmir Satılık Daire,Aliağa Satılık Daire,Yeni Mahallesi Satılık Daire,130 M2,3+1,5-10,5,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun Değil
15129935,"2,900,000",İzmir Satılık Daire,Bornova Satılık Daire,Erzene Mahallesi Satılık Daire,56 M2,1+1,5-10,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15129934,"4,250,000",İzmir Satılık Daire,Konak Satılık Daire,İsmet Kaptan Mahallesi Satılık Daire,55 M2,1+1,2,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15133376,"8,000,000",İzmir Satılık Daire,Konak Satılık Daire,Güneşli Mahallesi Satılık Daire,200 M2,4+1,5-10,8,4.Kat,Kombi Doğalgaz,Krediye Uygun
15130416,"2,550,000",İzmir Satılık Daire,Buca Satılık Daire,Adatepe Mahallesi Satılık Daire,70 M2,2+1,5-10,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15129992,"3,200,000",İzmir Satılık Daire,Konak Satılık Daire,Murat Reis Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15130917,"3,000,000",İzmir Satılık Daire,Buca Satılık Daire,Göksu Mahallesi Satılık Daire,125 M2,3+1,5-10,3,2.Kat,Merkezi Doğalgaz,Krediye Uygun
15129988,"2,650,000",İzmir Satılık Daire,Konak Satılık Daire,Güneşli Mahallesi Satılık Daire,160 M2,3+1,21 Ve Üzeri,8,8.Kat,Kombi Doğalgaz,Krediye Uygun
15130737,"1,850,000",İzmir Satılık Daire,Çiğli Satılık Daire,Ahmet Efendi Mahallesi Satılık Daire,35 M2,1+1,1,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15130664,"7,200,000",İzmir Satılık Daire,Kemalpaşa Satılık Daire,Armutlu Hürriyet Mahallesi Satılık Daire,480 M2,4+1,1,2,Villa Tipi,Klimalı,Krediye Uygun
15133837,"1,990,000",İzmir Satılık Daire,Menemen Satılık Daire,Ulus Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15131012,"4,750,000",İzmir Satılık Daire,Konak Satılık Daire,Mithatpaşa Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15130854,"3,300,000,105",İzmir Satılık Daire,Bornova Satılık Daire,Evka 4 Mahallesi Satılık Daire,105 M2,3+1,21 Ve Üzeri,8,7.Kat,Kombi Doğalgaz,Krediye Uygun
15131327,"3,750,000",İzmir Satılık Daire,Balçova Satılık Daire,Çetin Emeç Mahallesi Satılık Daire,100 M2,2+1,16-20,8,7.Kat,Kombi Doğalgaz,Bilinmiyor
15131343,"5,200,000",İzmir Satılık Daire,Tire Satılık Daire,Atatürk Mahallesi Satılık Daire,145 M2,3+1,0 (Yeni),2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15131325,"23,000,000",İzmir Satılık Daire,Aliağa Satılık Daire,Yalı Mahallesi Satılık Daire,480 M2,5+1,0 (Yeni),2,Villa Tipi,Yerden Isıtma,Krediye Uygun
15130785,"4,190,000",İzmir Satılık Daire,Buca Satılık Daire,Vali Rahmi Bey Mahallesi Satılık Daire,150 M2,3+1,16-20,4,4.Kat,Merkezi Doğalgaz,Krediye Uygun
15131593,"2,790,000",İzmir Satılık Daire,Buca Satılık Daire,Vali Rahmi Bey Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15130657,"1,690,000",İzmir Satılık Daire,Bergama Satılık Daire,Atatürk Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,5,3.Kat,Sobalı,Krediye Uygun
15125992,"3,290,000",İzmir Satılık Daire,Çiğli Satılık Daire,Balatçık Mahallesi Satılık Daire,110 M2,2+1,5-10,6,6.Kat,Kombi Doğalgaz,Krediye Uygun
15125914,"3,650,000",İzmir Satılık Daire,Torbalı Satılık Daire,Ertuğrul Mahallesi Satılık Daire,210 M2,4+1,5-10,4,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15126179,"2,950,000",İzmir Satılık Daire,Kemalpaşa Satılık Daire,Armutlu Hürriyet Mahallesi Satılık Daire,110 M2,2+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15129775,"5,250,000",İzmir Satılık Daire,Çiğli Satılık Daire,Balatçık Mahallesi Satılık Daire,250 M2,3+1,5-10,7,6.Kat,Kombi Doğalgaz,Krediye Uygun
15126484,"3,350,000",İzmir Satılık Daire,Tire Satılık Daire,Adnan Menderes Mahallesi Satılık Daire,156 M2,3+1,1,4,Kot 3 (-3).Kat,Kombi Doğalgaz,Krediye Uygun
15126449,"4,650,000",İzmir Satılık Daire,Bornova Satılık Daire,Kazımdirik Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),10,9.Kat,Merkezi Doğalgaz,Krediye Uygun
15126534,"1,600,000",İzmir Satılık Daire,Menemen Satılık Daire,İnönü Mahallesi Satılık Daire,50 M2,1+1,5-10,3,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15126037,"2,800,000",İzmir Satılık Daire,Konak Satılık Daire,Zafertepe Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15126686,"1,250,000",İzmir Satılık Daire,Torbalı Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,8,8.Kat,Kombi Doğalgaz,Krediye Uygun
15126262,"6,450,000",İzmir Satılık Daire,Menemen Satılık Daire,İsmet İnönü Mahallesi Satılık Daire,320 M2,5+2,5-10,4,Kot 4 (-4).Kat,Kombi Doğalgaz,Krediye Uygun
15126981,"2,950,000",İzmir Satılık Daire,Torbalı Satılık Daire,Atatürk Mahallesi Satılık Daire,140 M2,3+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15126556,"20,900,000",İzmir Satılık Daire,Urla Satılık Daire,Güvendik Mahallesi Satılık Daire,128 M2,2+1,4,3,Bahçe Katı,VRV,Krediye Uygun Değil
15126723,"2,950,000",İzmir Satılık Daire,Torbalı Satılık Daire,Muratbey Mahallesi Satılık Daire,95 M2,2+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15126762,"5,900,000",İzmir Satılık Daire,Karşıyaka Satılık Daire,Şemikler Mahallesi Satılık Daire,185 M2,3+1,4,4,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
15127534,"8,100,000",İzmir Satılık Daire,Karşıyaka Satılık Daire,Bahariye Mahallesi Satılık Daire,200 M2,4+1,0 (Yeni),5,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15128104,"1,300,000",İzmir Satılık Daire,Torbalı Satılık Daire,İnönü Mahallesi Satılık Daire,65 M2,1+1,5-10,2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15127666,"2,350,000",İzmir Satılık Daire,Buca Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15127529,"2,950,000",İzmir Satılık Daire,Buca Satılık Daire,Çamlıpınar Mahallesi Satılık Daire,123 M2,3+1,11-15,6,6.Kat,Kombi Doğalgaz,Krediye Uygun
15127850,"2,200,000",İzmir Satılık Daire,Torbalı Satılık Daire,Yedi Eylül Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15128439,"1,600,000",İzmir Satılık Daire,Bergama Satılık Daire,Kurtuluş Mahallesi Satılık Daire,130 M2,5+2,21 Ve Üzeri,2,Müstakil,Isıtma Yok,Bilinmiyor
15127749,"3,500,000",İzmir Satılık Daire,Balçova Satılık Daire,Eğitim Mahallesi Satılık Daire,55 M2,2+1,0 (Yeni),4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15128185,"3,580,000",İzmir Satılık Daire,Konak Satılık Daire,Güzelyalı Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15128310,"1,700,000",İzmir Satılık Daire,Karşıyaka Satılık Daire,Alaybey Mahallesi Satılık Daire,85 M2,1+1,21 Ve Üzeri,4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15127687,"5,500,000",İzmir Satılık Daire,Balçova Satılık Daire,Eğitim Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15129077,"2,400,000",İzmir Satılık Daire,Buca Satılık Daire,Hürriyet Mahallesi Satılık Daire,90 M2,2+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15125844,"4,150,000",İzmir Satılık Daire,Bornova Satılık Daire,Kazımdirik Mahallesi Satılık Daire,150 M2,4+1,21 Ve Üzeri,7,4.Kat,Kombi Doğalgaz,Krediye Uygun
15129750,"3,975,000",İzmir Satılık Daire,Bayraklı Satılık Daire,Manavkuyu Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,7,6.Kat,Kombi Doğalgaz,Bilinmiyor
15123114,"3,150,000",İzmir Satılık Daire,Buca Satılık Daire,Akıncılar Mahallesi Satılık Daire,110 M2,2+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15123316,"2,600,000",İzmir Satılık Daire,Konak Satılık Daire,Güzelyalı Mahallesi Satılık Daire,110 M2,2+1,21 Ve Üzeri,5,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15126786,"1,475,000",İzmir Satılık Daire,Tire Satılık Daire,Fatih Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,4.Kat,Isıtma Yok,Krediye Uygun
15123816,"3,580,000",İzmir Satılık Daire,Konak Satılık Daire,Güzelyalı Mahallesi Satılık Daire,115 M2,3+1,21 Ve Üzeri,4,Yüksek Giriş,Isıtma Yok,Krediye Uygun
15124580,"1,575,000",İzmir Satılık Daire,Menemen Satılık Daire,Zeytinlik Mahallesi Satılık Daire,55 M2,1+1,2,7,1.Kat,Kombi Doğalgaz,Krediye Uygun
15124041,"6,300,000",İzmir Satılık Daire,Güzelbahçe Satılık Daire,Yalı Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,4,1.Kat,Klimalı,Krediye Uygun
15124600,"2,850,000",İzmir Satılık Daire,Karşıyaka Satılık Daire,Tersane Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),5,Bahçe Katı,Klimalı,Krediye Uygun
15124570,"2,750,000",İzmir Satılık Daire,Konak Satılık Daire,Altıntaş Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15124632,"3,600,000",İzmir Satılık Daire,Menemen Satılık Daire,Gazi Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),8,3.Kat,Yerden Isıtma,Krediye Uygun
15124227,"2,585,000",İzmir Satılık Daire,Buca Satılık Daire,Fırat Mahallesi Satılık Daire,115 M2,3+1,21 Ve Üzeri,7,5.Kat,Kombi Doğalgaz,Bilinmiyor
15124728,"1,900,000",İzmir Satılık Daire,Buca Satılık Daire,Mustafa Kemal Mahallesi Satılık Daire,130 M2,2+1,16-20,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15124174,"2,600,000",İzmir Satılık Daire,Torbalı Satılık Daire,Bahçelievler Mahallesi Satılık Daire,100 M2,2+1,5-10,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15124778,"1,450,000",İzmir Satılık Daire,Buca Satılık Daire,Adatepe Mahallesi Satılık Daire,55 M2,1+1,1,4,3.Kat,Kombi Doğalgaz,Bilinmiyor
15124900,"4,200,000",İzmir Satılık Daire,Dikili Satılık Daire,Gazipaşa Mahallesi Satılık Daire,90 M2,2+1,4,4,2.Kat,Merkezi Doğalgaz,Krediye Uygun
15120861,"1,875,000",İzmir Satılık Daire,Buca Satılık Daire,Göksu Mahallesi Satılık Daire,100 M2,2+1,16-20,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15124752,"3,580,000",İzmir Satılık Daire,Konak Satılık Daire,Güzelyalı Mahallesi Satılık Daire,115 M2,3+1,21 Ve Üzeri,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15128632,"3,520,000",İzmir Satılık Daire,Menemen Satılık Daire,Tülbentli Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),9,7.Kat,Kombi Doğalgaz,Krediye Uygun
